;Value;Wi_Dt:(Dragon7);H_RG:(Dragon7);QW_L:(Dragon7);SMTI:(Dragon7);Wi_D:(Dragon7);Wap:(Dragon7);Mor01s:(Dragon7);Wi_Dz(i):(Dragon7);Wi_Dz(p):(Dragon7);Wi_G:(Dragon7);Wi_Dz(Z):(Dragon7);IDMT:(Dragon7);Wi_Dz(v):(Dragon7);Wi_Dz(m):(Dragon7);GMTI:(Dragon7);Wi_Dz(e):(Dragon7);SMTIV:(Dragon7);GMTIV:(Dragon7);Mor01i:(Dragon7);Wi_Dt:(Dragon7)_c0;H_RG:(Dragon7)_c0;SMTI:(Dragon7)_c0;Wap:(Dragon7)_c0;Mor01s:(Dragon7)_c0;Wi_Dz(p):(Dragon7)_c0;Wi_G:(Dragon7)_c0;IDMT:(Dragon7)_c0;GMTI:(Dragon7)_c0;SMTIV:(Dragon7)_c0;GMTIV:(Dragon7)_c0;H_RG:(Dragon7)_c1;SMTI:(Dragon7)_c1;Wap:(Dragon7)_c1;Wi_G:(Dragon7)_c1;IDMT:(Dragon7)_c1;GMTI:(Dragon7)_c1;SMTIV:(Dragon7)_c1;GMTIV:(Dragon7)_c1;H_RG:(Dragon7)_c2;SMTI:(Dragon7)_c2;Wap:(Dragon7)_c2;Wi_G:(Dragon7)_c2;IDMT:(Dragon7)_c2;GMTI:(Dragon7)_c2;SMTIV:(Dragon7)_c2;GMTIV:(Dragon7)_c2;Wi_Dt:(Dragon7)_c3;H_RG:(Dragon7)_c3;QW_L:(Dragon7)_c3;SMTI:(Dragon7)_c3;Wi_D:(Dragon7)_c3;Wap:(Dragon7)_c3;Mor01s:(Dragon7)_c3;Wi_Dz(i):(Dragon7)_c3;Wi_Dz(p):(Dragon7)_c3;Wi_G:(Dragon7)_c3;Wi_Dz(Z):(Dragon7)_c3;IDMT:(Dragon7)_c3;Wi_Dz(v):(Dragon7)_c3;Wi_Dz(m):(Dragon7)_c3;GMTI:(Dragon7)_c3;Wi_Dz(e):(Dragon7)_c3;SMTIV:(Dragon7)_c3;GMTIV:(Dragon7)_c3;H_RG:(Dragon7)_c4;SMTI:(Dragon7)_c4;Wap:(Dragon7)_c4;Wi_G:(Dragon7)_c4;IDMT:(Dragon7)_c4;GMTI:(Dragon7)_c4;SMTIV:(Dragon7)_c4;GMTIV:(Dragon7)_c4;Wi_Dt:(Dragon7)_c5;H_RG:(Dragon7)_c5;QW_L:(Dragon7)_c5;SMTI:(Dragon7)_c5;Wi_D:(Dragon7)_c5;Wap:(Dragon7)_c5;Mor01s:(Dragon7)_c5;Wi_Dz(i):(Dragon7)_c5;Wi_Dz(p):(Dragon7)_c5;Wi_G:(Dragon7)_c5;Wi_Dz(Z):(Dragon7)_c5;IDMT:(Dragon7)_c5;Wi_Dz(v):(Dragon7)_c5;Wi_Dz(m):(Dragon7)_c5;GMTI:(Dragon7)_c5;Wi_Dz(e):(Dragon7)_c5;SMTIV:(Dragon7)_c5;GMTIV:(Dragon7)_c5;H_RG:(Dragon7)_c6;SMTI:(Dragon7)_c6;Wap:(Dragon7)_c6;Wi_G:(Dragon7)_c6;IDMT:(Dragon7)_c6;GMTI:(Dragon7)_c6;SMTIV:(Dragon7)_c6;GMTIV:(Dragon7)_c6;Wi_Dt:(Dragon7)_c7;H_RG:(Dragon7)_c7;SMTI:(Dragon7)_c7;Wap:(Dragon7)_c7;Mor01s:(Dragon7)_c7;Wi_Dz(p):(Dragon7)_c7;Wi_G:(Dragon7)_c7;IDMT:(Dragon7)_c7;Wi_Dz(v):(Dragon7)_c7;GMTI:(Dragon7)_c7;SMTIV:(Dragon7)_c7;GMTIV:(Dragon7)_c7;Wi_Dt:(Dragon7)_c8;H_RG:(Dragon7)_c8;SMTI:(Dragon7)_c8;Wap:(Dragon7)_c8;Mor01s:(Dragon7)_c8;Wi_Dz(p):(Dragon7)_c8;Wi_G:(Dragon7)_c8;IDMT:(Dragon7)_c8;GMTI:(Dragon7)_c8;SMTIV:(Dragon7)_c8;GMTIV:(Dragon7)_c8;Wi_Dt:(Dragon7)_c9;H_RG:(Dragon7)_c9;SMTI:(Dragon7)_c9;Wap:(Dragon7)_c9;Mor01s:(Dragon7)_c9;Wi_Dz(p):(Dragon7)_c9;Wi_G:(Dragon7)_c9;IDMT:(Dragon7)_c9;Wi_Dz(v):(Dragon7)_c9;GMTI:(Dragon7)_c9;SMTIV:(Dragon7)_c9;GMTIV:(Dragon7)_c9;func_ref
128;1.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;468.0967304210527
129;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;468.0967304210527
130;1.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;468.0967304210527
131;6.66;395.76;8346.0;203.04;1025.4;251.04;1482.6;643.1999999999999;220.62;392.22;1050.6;210.9;2300.4;299.4;210.96;1015.8;211.44;1964.4;3727.8;216.24;-66.54374999999993;-1128.75;33.93999999999983;78.09875000000011;58.78374999999994;28.55374999999998;-134.60125000000016;-58.35624999999982;41.641250000000014;231.66875000000005;716.9499999999998;-15760.71052631579;-1915.2329473684224;-4368.665894736841;-1739.714315789476;-4971.75;-1917.5549473684207;-3590.354210526312;-6865.994736842105;-2782.0;-341.8000000000002;-494.2000000000001;-350.20000000000005;-766.8000000000002;-338.5999999999999;-654.8000000000004;-1242.6000000000008;-131.91999999999996;-2782.0;-67.68000000000004;-341.8000000000002;-83.68000000000004;-494.2000000000001;-214.4000000000001;-73.54000000000002;-130.74000000000007;-350.20000000000005;-70.29999999999998;-766.8000000000002;-99.8;-70.32;-338.5999999999999;-70.48000000000002;-654.8000000000004;-1242.6000000000008;4112.440133037694;414.5527272727289;259.75866962305986;563.2516851441235;798.2085365853659;405.368891352545;765.1749445676153;1371.935033259423;105.90402355932169;2593.6848559322034;56.261961355932414;286.5492825423818;70.28308661017175;-809.398047627114;279.66781135593214;61.31208576270953;111.4060213559324;428.292386271195;58.60769033898436;458.9491661016948;85.3137096610192;58.60763949152442;274.4186683050848;58.67510661017113;524.3643593220181;895.9957745762713;-19554.21875;-1659.090625;-2377.9124999999995;-2383.0125000000007;-4271.134375;-1623.218750000001;-2495.421874999999;-3613.981250000003;-915.3453846153844;-18961.653846153848;-1647.3792307692308;-2337.893076923076;-866.7023076923068;-574.4615384615383;-2325.8930769230765;-4206.907692307694;-463.9946153846157;-1609.905384615386;-2520.8461538461534;-3737.069230769233;-131.91999999999996;-2782.0;-341.8000000000002;-494.2000000000001;-214.4000000000001;-130.74000000000007;-350.20000000000005;-766.8000000000002;-338.5999999999999;-654.8000000000004;-1242.6000000000008;-307.32702777777774;-8187.834722222222;-508.1545277777775;-5683.816138888888;-144.7636944444447;-162.82244444444422;-757.6183611111112;-1526.3725000000009;-136.84369444444468;-507.8693611111121;-655.0724999999991;-766.413055555558;468.0967304210527
132;32.7;527.6800000000001;11128.0;270.72;1367.2;334.72;1976.8;857.6;294.16;522.96;1400.8;281.2;3067.2000000000003;399.2;281.28000000000003;1354.4;281.92;2619.2000000000003;4970.400000000001;288.32;65.37625000000014;1653.25;375.74;572.2987500000002;273.18375000000003;159.29375000000005;215.59874999999988;708.4437500000004;380.24125000000015;886.4687500000005;1959.5500000000009;-12978.71052631579;-1573.4329473684222;-3874.4658947368416;-1389.514315789476;-4204.949999999999;-1578.9549473684206;-2935.5542105263107;-5623.394736842104;0.0;0.0;0.0;0.0;0.0;2.273736754432321e-13;0.0;0.0;1.1368683772161605e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.684341886080803e-14;2.273736754432321e-13;0.0;0.0;0.0;6894.440133037694;756.3527272727291;753.9586696230599;913.4516851441236;1565.008536585366;743.9688913525451;1419.9749445676157;2614.535033259424;237.82402355932172;5375.684855932203;123.94196135593243;628.349282542382;153.9630866101718;-315.198047627114;494.0678113559322;134.85208576270955;242.14602135593248;778.4923862711951;128.90769033898434;1225.749166101695;185.1137096610192;128.92763949152447;613.0186683050849;129.15510661017117;1179.1643593220183;2138.595774576272;-16772.21875;-1317.290625;-1883.7124999999996;-2032.812500000001;-3504.334374999999;-1284.6187500000003;-1840.6218749999985;-2371.381250000002;-783.4253846153845;-16179.653846153848;-1305.579230769231;-1843.6930769230755;-652.3023076923067;-443.72153846153833;-1975.6930769230764;-3440.107692307693;-364.1946153846157;-1271.3053846153855;-1866.0461538461527;-2494.469230769232;1.1368683772161605e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.273736754432321e-13;0.0;0.0;-175.40702777777767;-5405.834722222222;-166.35452777777732;-5189.616138888888;69.6363055555554;-32.08244444444415;-407.4183611111112;-759.5725000000007;-37.04369444444467;-169.26936111111195;-0.2724999999986721;476.1869444444428;468.0967304210527
133;45.05;659.6;13910.0;338.40000000000003;1709.0;418.4;2471.0;1072.0;367.7000000000001;653.7;1751.0;351.5;3834.0;499.0;351.6;1693.0;352.40000000000003;3274.0;6213.0;360.4;197.2962500000001;4435.25;717.54;1066.4987500000002;487.58375;290.03375000000005;565.7987499999999;1475.24375;718.8412500000001;1541.2687500000002;3202.15;-10196.71052631579;-1231.6329473684225;-3380.265894736842;-1039.314315789476;-3438.15;-1240.3549473684209;-2280.754210526311;-4380.794736842105;2782.0;341.79999999999995;494.2000000000001;350.20000000000005;766.7999999999997;338.60000000000014;654.7999999999997;1242.5999999999997;131.92000000000007;2782.0;67.68;341.79999999999995;83.68;494.2000000000001;214.4;73.54000000000002;130.74;350.20000000000005;70.30000000000001;766.7999999999997;99.8;70.32000000000005;338.60000000000014;70.48000000000002;654.7999999999997;1242.5999999999997;9676.440133037691;1098.152727272729;1248.15866962306;1263.6516851441236;2331.808536585366;1082.568891352545;2074.7749445676154;3857.135033259424;369.7440235593217;8157.684855932203;191.62196135593248;970.149282542382;237.6430866101718;179.00195237288608;708.4678113559322;208.3920857627096;372.8860213559325;1128.6923862711951;199.20769033898435;1992.5491661016947;284.9137096610192;199.24763949152447;951.6186683050848;199.6351066101712;1833.9643593220185;3381.195774576272;-13990.21875;-975.490625;-1389.5124999999994;-1682.6125000000006;-2737.5343749999997;-946.0187500000006;-1185.8218749999987;-1128.7812500000027;-651.5053846153845;-13397.653846153848;-963.7792307692308;-1349.4930769230757;-437.9023076923068;-312.9815384615383;-1625.4930769230764;-2673.3076923076933;-264.3946153846157;-932.7053846153858;-1211.246153846153;-1251.869230769233;131.92000000000007;2782.0;341.79999999999995;494.2000000000001;214.4;130.74;350.20000000000005;766.7999999999997;338.60000000000014;654.7999999999997;1242.5999999999997;-43.48702777777771;-2623.834722222222;175.44547222222263;-4695.416138888888;284.0363055555554;98.65755555555586;-57.21836111111111;7.227499999999054;62.75630555555534;169.33063888888796;654.527500000001;1718.7869444444425;468.0967304210527
134;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7533333333333334
135;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7533333333333334
136;0.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7533333333333334
137;0.95;395.76;8346.0;203.04;1025.4;251.04;1482.6;643.1999999999999;220.62;392.22;1050.6;210.9;2300.4;299.4;210.96;1015.8;211.44;1964.4;3727.8;216.24;-131.91999999999996;-2782.0;-341.8000000000002;-494.2000000000001;-214.4000000000001;-130.74000000000007;-350.20000000000005;-766.8000000000002;-338.5999999999999;-654.8000000000004;-1242.6000000000008;-15760.71052631579;-1915.2329473684224;-4368.665894736841;-1739.714315789476;-4971.75;-1917.5549473684207;-3590.354210526312;-6865.994736842105;-2782.0;-341.8000000000002;-494.2000000000001;-350.20000000000005;-766.8000000000002;-338.5999999999999;-654.8000000000004;-1242.6000000000008;-131.91999999999996;-2782.0;-67.68000000000004;-341.8000000000002;-83.68000000000004;-494.2000000000001;-214.4000000000001;-73.54000000000002;-130.74000000000007;-350.20000000000005;-70.29999999999998;-766.8000000000002;-99.8;-70.32;-338.5999999999999;-70.48000000000002;-654.8000000000004;-1242.6000000000008;4112.440133037694;414.5527272727289;259.75866962305986;563.2516851441235;798.2085365853659;405.368891352545;765.1749445676153;1371.935033259423;105.90402355932169;2593.6848559322034;56.261961355932414;286.5492825423818;70.28308661017175;-809.398047627114;279.66781135593214;61.31208576270953;111.4060213559324;428.292386271195;58.60769033898436;458.9491661016948;85.3137096610192;58.60763949152442;274.4186683050848;58.67510661017113;524.3643593220181;895.9957745762713;-19554.21875;-1659.090625;-2377.9124999999995;-2383.0125000000007;-4271.134375;-1623.218750000001;-2495.421874999999;-3613.981250000003;-915.3453846153844;-18961.653846153848;-1647.3792307692308;-2337.893076923076;-866.7023076923068;-574.4615384615383;-2325.8930769230765;-4206.907692307694;-463.9946153846157;-1609.905384615386;-2520.8461538461534;-3737.069230769233;-131.91999999999996;-2782.0;-341.8000000000002;-494.2000000000001;-214.4000000000001;-130.74000000000007;-350.20000000000005;-766.8000000000002;-338.5999999999999;-654.8000000000004;-1242.6000000000008;-307.32702777777774;-8187.834722222222;-508.1545277777775;-5683.816138888888;-144.7636944444447;-162.82244444444422;-757.6183611111112;-1526.3725000000009;-136.84369444444468;-507.8693611111121;-655.0724999999991;-766.413055555558;0.7533333333333334
138;0.99;527.6800000000001;11128.0;270.72;1367.2;334.72;1976.8;857.6;294.16;522.96;1400.8;281.2;3067.2000000000003;399.2;281.28000000000003;1354.4;281.92;2619.2000000000003;4970.400000000001;288.32;1.1368683772161605e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.273736754432321e-13;0.0;0.0;-12978.71052631579;-1573.4329473684222;-3874.4658947368416;-1389.514315789476;-4204.949999999999;-1578.9549473684206;-2935.5542105263107;-5623.394736842104;0.0;0.0;0.0;0.0;0.0;2.273736754432321e-13;0.0;0.0;1.1368683772161605e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.684341886080803e-14;2.273736754432321e-13;0.0;0.0;0.0;6894.440133037694;756.3527272727291;753.9586696230599;913.4516851441236;1565.008536585366;743.9688913525451;1419.9749445676157;2614.535033259424;237.82402355932172;5375.684855932203;123.94196135593243;628.349282542382;153.9630866101718;-315.198047627114;494.0678113559322;134.85208576270955;242.14602135593248;778.4923862711951;128.90769033898434;1225.749166101695;185.1137096610192;128.92763949152447;613.0186683050849;129.15510661017117;1179.1643593220183;2138.595774576272;-16772.21875;-1317.290625;-1883.7124999999996;-2032.812500000001;-3504.334374999999;-1284.6187500000003;-1840.6218749999985;-2371.381250000002;-783.4253846153845;-16179.653846153848;-1305.579230769231;-1843.6930769230755;-652.3023076923067;-443.72153846153833;-1975.6930769230764;-3440.107692307693;-364.1946153846157;-1271.3053846153855;-1866.0461538461527;-2494.469230769232;1.1368683772161605e-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.273736754432321e-13;0.0;0.0;-175.40702777777767;-5405.834722222222;-166.35452777777732;-5189.616138888888;69.6363055555554;-32.08244444444415;-407.4183611111112;-759.5725000000007;-37.04369444444467;-169.26936111111195;-0.2724999999986721;476.1869444444428;0.7533333333333334
139;1.0;659.6;13910.0;338.40000000000003;1709.0;418.4;2471.0;1072.0;367.7000000000001;653.7;1751.0;351.5;3834.0;499.0;351.6;1693.0;352.40000000000003;3274.0;6213.0;360.4;131.92000000000007;2782.0;341.79999999999995;494.2000000000001;214.4;130.74;350.20000000000005;766.7999999999997;338.60000000000014;654.7999999999997;1242.5999999999997;-10196.71052631579;-1231.6329473684225;-3380.265894736842;-1039.314315789476;-3438.15;-1240.3549473684209;-2280.754210526311;-4380.794736842105;2782.0;341.79999999999995;494.2000000000001;350.20000000000005;766.7999999999997;338.60000000000014;654.7999999999997;1242.5999999999997;131.92000000000007;2782.0;67.68;341.79999999999995;83.68;494.2000000000001;214.4;73.54000000000002;130.74;350.20000000000005;70.30000000000001;766.7999999999997;99.8;70.32000000000005;338.60000000000014;70.48000000000002;654.7999999999997;1242.5999999999997;9676.440133037691;1098.152727272729;1248.15866962306;1263.6516851441236;2331.808536585366;1082.568891352545;2074.7749445676154;3857.135033259424;369.7440235593217;8157.684855932203;191.62196135593248;970.149282542382;237.6430866101718;179.00195237288608;708.4678113559322;208.3920857627096;372.8860213559325;1128.6923862711951;199.20769033898435;1992.5491661016947;284.9137096610192;199.24763949152447;951.6186683050848;199.6351066101712;1833.9643593220185;3381.195774576272;-13990.21875;-975.490625;-1389.5124999999994;-1682.6125000000006;-2737.5343749999997;-946.0187500000006;-1185.8218749999987;-1128.7812500000027;-651.5053846153845;-13397.653846153848;-963.7792307692308;-1349.4930769230757;-437.9023076923068;-312.9815384615383;-1625.4930769230764;-2673.3076923076933;-264.3946153846157;-932.7053846153858;-1211.246153846153;-1251.869230769233;131.92000000000007;2782.0;341.79999999999995;494.2000000000001;214.4;130.74;350.20000000000005;766.7999999999997;338.60000000000014;654.7999999999997;1242.5999999999997;-43.48702777777771;-2623.834722222222;175.44547222222263;-4695.416138888888;284.0363055555554;98.65755555555586;-57.21836111111111;7.227499999999054;62.75630555555534;169.33063888888796;654.527500000001;1718.7869444444425;0.7533333333333334
140;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9476923076923076
141;0.98;43.1361;468.435;21.4428;105.1933;26.1689;110.9381;89.1613;23.0794;40.4474;82.8821;21.3927;213.092;30.7113;21.3927;99.7157;21.9271;231.128;480.793;22.5283;-1009.5443236842112;-32341.90539473684;-2382.7304710526314;-2898.5765868421054;-1035.0866289473684;-820.9783210526317;-2933.1784815789474;-6131.493315789476;-2363.6094499999995;-3918.0951052631567;-6390.625236842105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3543.6451696832582;-478.7425445701328;-1046.5822350678782;-380.51831199095136;-1227.5071900452483;-483.3623898190096;-912.0847330316852;-1757.3581153846153;-181.06922757847656;-3663.932567264574;-99.86169058295944;-494.34507062780017;-121.02398991031492;-1099.267232062782;-204.31903923766816;-105.12580044843024;-189.61337892376557;-391.27075224215343;-101.20282174888004;-1265.1551793721974;-143.6344540358727;-101.25704820627764;-499.5617567264624;-101.01089798206256;-946.8236322870072;-1835.694652466368;-25149.08974137931;-3338.102446551728;-7514.998246551724;-2768.598108620693;-8367.972517241378;-3356.044743103448;-6546.119896551718;-12977.903431034483;-246.71987644067832;-5283.880144067796;-125.33523864406756;-633.6574174576181;-154.58801338982823;-2181.059947627114;-274.3708886440678;-136.22851423729048;-240.36657864406757;-539.4255137288048;-130.89960966101566;-1628.3588338983054;-183.3749903389808;-130.95966050847557;-641.6656316949152;-130.83779338982887;-1208.9076406779818;-2351.0112254237283;-3811.548409774436;-496.0536272932386;-1067.1438384210326;-398.3924654887175;-1272.567580451128;-500.7757629323109;-942.8732992480896;-1812.651731578947;-187.60559745317855;-4100.570194756554;-516.5506200749131;-1431.5268948314392;-207.5218470411985;-196.691114906372;-417.8014671161;-1329.6771325842697;-149.76820284643935;-522.1148435954858;-978.4665153557715;-1877.4292419475653;-202.81770765342492;-4281.672083032491;-535.7714334296121;-1443.315420288801;-223.4018760288809;-203.55750787004075;-456.34123545125766;-1373.3148353790616;-540.3287066425803;-1002.7833018050176;-1901.6890346570397;-1152.0573195945942;-25989.223344594597;-2677.7567898648563;-4793.404657432432;-1322.694316891892;-983.3516364864864;-2800.1805493243182;-6707.675175675671;-770.8573574324301;-2667.2265006756747;-4834.2177972973095;-8815.432628378381;0.9476923076923076
142;9.3;25.83;280.5;12.84;62.99;15.67;66.43;53.39;13.82;24.22;49.63;12.81;127.6;18.39;12.81;59.71;13.13;138.4;287.90000000000003;13.49;-214.3071428571428;-4512.857142857143;-426.74285714285696;-614.2357142857145;-235.06428571428563;-153.2642857142856;-554.2357142857139;-1051.464285714286;-419.36428571428576;-700.4642857142856;-1137.142857142858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.105427357601002e-15;-2.8421709430404014e-14;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;3.552713678800501e-15;0.0;-1.7763568394002505e-15;7.105427357601002e-15;3.552713678800501e-15;-2.8421709430404014e-14;7.105427357601002e-15;5.3290705182007506e-15;-7.105427357601002e-15;0.0;0.0;4.263256414560601e-14;7.105427357601002e-15;0.0;-1.4210854715202004e-14;3.552713678800501e-15;-2.8421709430404014e-14;0.0;0.0;7.105427357601002e-15;-2.8421709430404014e-14;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;-264.02597644067833;-5471.815144067797;-133.93803864406755;-675.8607174576181;-165.08691338982825;-2225.568047627114;-310.1421886440678;-145.48791423729048;-256.59397864406753;-572.6776137288049;-139.48230966101565;-1713.8508338983054;-195.6962903389808;-139.54236050847555;-681.6713316949151;-139.63489338982887;-1301.6356406779817;-2543.9042254237283;0.0;7.105427357601002e-15;-2.8421709430404014e-14;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;3.552713678800501e-15;0.0;7.105427357601002e-15;-2.8421709430404014e-14;7.105427357601002e-15;-7.105427357601002e-15;0.0;4.263256414560601e-14;7.105427357601002e-15;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;3.552713678800501e-15;0.0;7.105427357601002e-15;-2.8421709430404014e-14;7.105427357601002e-15;-7.105427357601002e-15;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;-1169.3634195945942;-26177.158344594594;-2719.9600898648564;-4837.912757432432;-1358.4656168918918;-999.5790364864864;-2833.432649324318;-6793.167175675671;-783.1786574324302;-2707.232200675675;-4926.94579729731;-9008.32562837838;3054.8600000000006
143;18.39;25.83;280.5;12.84;62.99;15.67;66.43;53.39;13.82;24.22;49.63;12.81;127.6;18.39;12.81;59.71;13.13;138.4;287.90000000000003;13.49;-214.3071428571428;-4512.857142857143;-426.74285714285696;-614.2357142857145;-235.06428571428563;-153.2642857142856;-554.2357142857139;-1051.464285714286;-419.36428571428576;-700.4642857142856;-1137.142857142858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.105427357601002e-15;-2.8421709430404014e-14;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;3.552713678800501e-15;0.0;-1.7763568394002505e-15;7.105427357601002e-15;3.552713678800501e-15;-2.8421709430404014e-14;7.105427357601002e-15;5.3290705182007506e-15;-7.105427357601002e-15;0.0;0.0;4.263256414560601e-14;7.105427357601002e-15;0.0;-1.4210854715202004e-14;3.552713678800501e-15;-2.8421709430404014e-14;0.0;0.0;7.105427357601002e-15;-2.8421709430404014e-14;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;-264.02597644067833;-5471.815144067797;-133.93803864406755;-675.8607174576181;-165.08691338982825;-2225.568047627114;-310.1421886440678;-145.48791423729048;-256.59397864406753;-572.6776137288049;-139.48230966101565;-1713.8508338983054;-195.6962903389808;-139.54236050847555;-681.6713316949151;-139.63489338982887;-1301.6356406779817;-2543.9042254237283;0.0;7.105427357601002e-15;-2.8421709430404014e-14;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;3.552713678800501e-15;0.0;7.105427357601002e-15;-2.8421709430404014e-14;7.105427357601002e-15;-7.105427357601002e-15;0.0;4.263256414560601e-14;7.105427357601002e-15;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;3.552713678800501e-15;0.0;7.105427357601002e-15;-2.8421709430404014e-14;7.105427357601002e-15;-7.105427357601002e-15;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;-1169.3634195945942;-26177.158344594594;-2719.9600898648564;-4837.912757432432;-1358.4656168918918;-999.5790364864864;-2833.432649324318;-6793.167175675671;-783.1786574324302;-2707.232200675675;-4926.94579729731;-9008.32562837838;3054.8600000000006
144;20.64;25.83;280.5;12.84;62.99;15.67;66.43;53.39;13.82;24.22;49.63;12.81;127.6;18.39;12.81;59.71;13.13;138.4;287.90000000000003;13.49;-214.3071428571428;-4512.857142857143;-426.74285714285696;-614.2357142857145;-235.06428571428563;-153.2642857142856;-554.2357142857139;-1051.464285714286;-419.36428571428576;-700.4642857142856;-1137.142857142858;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.105427357601002e-15;-2.8421709430404014e-14;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;3.552713678800501e-15;0.0;-1.7763568394002505e-15;7.105427357601002e-15;3.552713678800501e-15;-2.8421709430404014e-14;7.105427357601002e-15;5.3290705182007506e-15;-7.105427357601002e-15;0.0;0.0;4.263256414560601e-14;7.105427357601002e-15;0.0;-1.4210854715202004e-14;3.552713678800501e-15;-2.8421709430404014e-14;0.0;0.0;7.105427357601002e-15;-2.8421709430404014e-14;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;-264.02597644067833;-5471.815144067797;-133.93803864406755;-675.8607174576181;-165.08691338982825;-2225.568047627114;-310.1421886440678;-145.48791423729048;-256.59397864406753;-572.6776137288049;-139.48230966101565;-1713.8508338983054;-195.6962903389808;-139.54236050847555;-681.6713316949151;-139.63489338982887;-1301.6356406779817;-2543.9042254237283;0.0;7.105427357601002e-15;-2.8421709430404014e-14;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;3.552713678800501e-15;0.0;7.105427357601002e-15;-2.8421709430404014e-14;7.105427357601002e-15;-7.105427357601002e-15;0.0;4.263256414560601e-14;7.105427357601002e-15;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;3.552713678800501e-15;0.0;7.105427357601002e-15;-2.8421709430404014e-14;7.105427357601002e-15;-7.105427357601002e-15;0.0;4.263256414560601e-14;-1.4210854715202004e-14;-2.8421709430404014e-14;0.0;-1169.3634195945942;-26177.158344594594;-2719.9600898648564;-4837.912757432432;-1358.4656168918918;-999.5790364864864;-2833.432649324318;-6793.167175675671;-783.1786574324302;-2707.232200675675;-4926.94579729731;-9008.32562837838;3054.8600000000006
